;Sexe;Age_en_Classes;Age;Niv_Education;Sexe_Age;Sexe_Educ;Age_Educ;Sex_Age_Edu;Important;Relance;CulturePays
679;Femme;45_49;45;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;le bonheur.;la famille, les amis.;je pense qu elle se porte bien.
680;Femme;20_24;22;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;la réussite professionnelle.;la vie familiale. bonnes conditions de travail.;elle est en baisse. une indifférence de tout ce qui est culture de la part des gens. en général les gens lisent plus.
433;Femme;60_64;63;moyen;F>55;F_moyen;>55_moyen;F>55_moyen;la santé.;le travail, la bonne entente familiale.;peinture, musique, lecture.
538;Femme;18_19;18;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;l'amour.;l'amitié, la solidarité, la famille, l'art.;le cinéma français, la littérature française, les grands chanteurs Piaf, Brel.
691;Homme;35_39;35;superieur;H31_55;H_superieur;31_55_superieur;H31_55_superieur;la liberté.;la santé, la famille, le travail, c'est l'essentiel.;"""ignares"", ça les intéresse pas (les gens). plus ça va, moins les gens connaissent aucun domaine de la culture française. (peinture, littérature, musique...). je crois que c est parce que l on ne leur apprend pas."
690;Femme;20_24;20;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;Dieu.;ma famille, le travail, l'amitié, la paix, l'amour, c'est tout.;elle est bien comme elle est, je ne sais pas.
617;Femme;50_54;54;faible;F31_55;F_faible;31_55_faible;F31_55_faible;vivre décemment, avoir un travail qui permette de vivre.;la bonne entente du couple, les relations avec ses enfants, ne pas devenir trop vieux et impotent, pouvoir se passer quelques plaisirs : voyages, sorties, vacances. moins d'agressivité entre les individus.;je lis peu. je pense que la culture française est en bonne place par rapport à d autres pays. je trouve que les jeunes qui font leurs études actuellement utilisent pas assez bien un bon français, une bonne orthographe, c est négligé dans l enseignement actuel.
607;Homme;20_24;22;superieur;H<=30;H_superieur;<=30_superieur;H<=30_superieur;être heureux.;;Brel, les-enfants-du-paradis, Ravel.
605;Femme;60_64;62;faible;F>55;F_faible;>55_faible;F>55_faible;la santé.;la santé. qu'on puisse vivre normalement, les enfants. que nos enfants soient heureux, qu'ils ne soient pas malades, qu'ils aient du travail.;il en faut de la culture. ce qu il nous faut pour aller de l avant.
636;Femme;40_44;44;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;avoir suffisamment d'argent pour vivre.;et aussi le travail, et la santé.;une amélioration dans l ensemble.
635;Homme;65_70;66;faible;H>55;H_faible;>55_faible;H>55_faible;la santé.;le travail, une augmentation des pensions et retraites.;elle est en décadence par rapport à l éducation nationale.
634;Femme;35_39;36;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;équilibre au sein du ménage et du travail.;avoir une vie saine, consacrer un peu plus de temps à ma famille et à mes loisirs.;tout l enseignement à revoir.
633;Homme;40_44;42;superieur;H31_55;H_superieur;31_55_superieur;H31_55_superieur;la santé.;l'amitié, l'amour et le rire.;richesse de la culture française parce que très diversifiée. un riche passé culturel mais un présent strictement florissant dans tous les domaines.
868;Femme;>70;83;faible;F>55;F_faible;>55_faible;F>55_faible;amitié de la famille, des enfants.;;
867;Femme;60_64;63;moyen;F>55;F_moyen;>55_moyen;F>55_moyen;mes enfants et petitsenfants.;;je ne vois pas quoi vous dire.
866;Femme;25_29;28;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;avoir une vie familiale réussie.;réussir dans mon travail. réussir mes rapports avec mes amis.;la France, pays libre et ouvert à des tas de cultures différentes depuis très longtemps.
865;Femme;45_49;47;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;avoir de l'argent au moins pour vivre.;la famille, la santé.;
825;Femme;55_59;58;faible;F>55;F_faible;>55_faible;F>55_faible;s'entendre, la vie de famille.;la santé (primordial) ! la vie n'est pas marrante maintenant à vivre. rendre service à sa famille, à ses enfants avant tout.;on pense à beaucoup de choses, on a besoin de l améliorer, ça représente beaucoup de choses la culture agricole. c est tout ce que je vois, c est la culture agricole
824;Femme;40_44;43;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;la santé.;une bonne vie familiale. c'est important, mais ça ne suffit pas... même si ça ne va pas toujours. un bon équilibre. être bien. se sentir bien. être bien dans sa peau.;c est déjà l ouverture d esprit et on est capable de recevoir n importe quoi. il faut être ouvert à tout. l art, la peinture, les expressions, danse, musique. tous les arts, et aussi la connaissance. les livres, des valeurs. quelque chose qui peut être très ancien. la culture est de tous les temps.
823;Femme;30_34;34;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;réussir sa vie (vie familiale). achat de maison (mariage, remariage et enfants).;les loisirs. c'est important. vacances, cela va ensemble.;les loisirs. toutes ces choses agréables, il en faut, on ne peut pas s en passer.
822;Homme;55_59;55;faible;H31_55;H_faible;31_55_faible;H31_55_faible;la santé.;la famille. le travail ça fait partie de la vie. les enfants... l'argent, il en faut mais ce n'est pas le plus important.;la langue française, le langage. les loisirs, la musique, le cinéma, le théâtre la connaissance des livres et tout ce qui est de la lecture.
821;Homme;30_34;31;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;avoir du travail.;avoir assez d'argent pour vivre.;pas grand chose.
894;Femme;45_49;45;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;l'équilibre intérieur personnel.;la sécurité matérielle, l'amour, les enfants, la famille, l'amitié.;aux romanciers, à tout le patrimoine français, au classique. bien vivre dans un passé culturel. la mode, le cinéma.
893;Femme;50_54;50;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;la santé.;le travail, l'amour, l'amitié. l'intégrité en général, la famille.;à la grammaire, le bon français, le monde de l architecture, le savoir et les connaissances en plus, en profondeur.
517;Femme;25_29;28;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;le foyer.;l'avenir de mes proches (leur vie professionnelle). les problèmes graves dans le monde (la guerre), (maladies, etc.).;un bon langage, l instruction, possibilité de s intégrer à toute sorte de société.
462;Femme;35_39;36;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;qu'un foyer reste uni.;plus d'argent pour avoir plus de loisirs et de vacances. mon fils réussisse ses études pour avoir une place un jour.;les gens ne s expriment pas comme ils le désirent. surtout les jeunes dans les arts : théâtre, peinture... la culture n a pas beaucoup de place dans notre société à cause des moyens financiers.
463;Homme;55_59;57;faible;H>55;H_faible;>55_faible;H>55_faible;la santé, la meilleure.;l'argent.;
464;Femme;30_34;34;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;avoir une bonne santé.;avoir de l'argent. avoir une vie familiale heureuse.;le niveau de culture est moins élevé.
465;Femme;25_29;28;faible;F<=30;F_faible;<=30_faible;F<=30_faible;avoir de l'argent.;s'entendre bien avec mon mari. pas de problèmes d'argent.;bonne culture générale.
466;Femme;40_44;44;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;la famille.;le travail. la vie agréable.;est connue dans le monde entier. éthique de la France. façon de vivre.
467;Femme;>70;79;faible;F>55;F_faible;>55_faible;F>55_faible;la santé.;l'argent. l'ambiance familiale.;en décadence.
468;Homme;30_34;32;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;avoir un emploi.;les loisirs. un foyer confortable.;culture moyenne.
469;Homme;20_24;24;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;se sentir bien.;l'amour, la paix, le travail.;la langue. la façon de vivre excellente.
470;Homme;35_39;39;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;la famille.;le travail. la liberté.;c est bien. bon niveau d instruction.
481;Femme;45_49;48;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la vie familiale. mon mari et mes enfants.;la santé. le bonheur des enfants. leur travail. leur entente.;la littérature. le cinéma, théâtre. les musées. le patrimoine artistique.
482;Femme;50_54;50;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;d'être à l'aise partout.;être heureuse de que l'on a et pas envier les autres. liberté et paix, les deux ensemble.;les gens sont assez bien cultivés. c est un peu répondre vite, car ça dépend des catégories de français. ceux qui peuvent se payer des études et en payer à leurs enfants sont cultivés, mais on peut le faire même quand on est adulte on s instruit en histoire, géographie, sciences. on regarde musées, monuments.
877;Homme;50_54;54;faible;H31_55;H_faible;31_55_faible;H31_55_faible;la santé.;le travail.;elle est bonne.
461;Homme;>70;89;moyen;H>55;H_moyen;>55_moyen;H>55_moyen;de pouvoir travailler.;aller me promener.;
460;Femme;50_54;53;faible;F31_55;F_faible;31_55_faible;F31_55_faible;d'être heureux.;avoir de l'argent. que mes enfants soient heureux.;bien. mais pousse les enfants assez loin.
459;Femme;50_54;50;faible;F31_55;F_faible;31_55_faible;F31_55_faible;la santé.;le travail. l'argent.;c est de plus en plus dur.
422;Femme;60_64;63;moyen;F>55;F_moyen;>55_moyen;F>55_moyen;la santé.;arriver à joindre les 2 bouts sans rien demander à personne. pouvoir voyager.;de leur apprendre à lire et écrire avant de rentrer en 6ème. c est que tout le monde connaisse la base pour réussir dans la vie.
421;Homme;35_39;38;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;que les gens ne soient plus cons.;;des champs labourés.
420;Femme;50_54;51;faible;F31_55;F_faible;31_55_faible;F31_55_faible;la santé.;la bonne entente. l'amitié.;
93;Femme;18_19;18;faible;F<=30;F_faible;<=30_faible;F<=30_faible;c'est la santé.;le bonheur. c'est être libre. avoir des gens autour de soi qui vous aiment. c'est pouvoir m'exprimer comme je veux, quand j'en ai envie.;la musique classique, les livres, genre folio et tout çà. cinéma, théâtre.
92;Femme;25_29;26;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;la santé.;le bonheur. être heureux avec les personnes, avec lesquelles on vit. sa famille se sentir bien. et je dirais aussi ne sait pas.;culture française. culture française. alors là. je ne vois pas du tout.
91;Femme;25_29;28;faible;F<=30;F_faible;<=30_faible;F<=30_faible;la sécurité d'un foyer et qu'on s'entende tous bien. même si on est au chômage on peut arriver à trouver autre chose.;la santé de mes enfants et celle de mon mari. la mienne c'est moins important que celle de mes enfants et de mon mari. la fidélité dans le couple et l'amitié.;non là comme ça. il y a l art, la peinture, l histoire. l histoire de De Gaulle.
90;Homme;>70;76;faible;H>55;H_faible;>55_faible;H>55_faible;la santé.;l'argent.;moi je pense que la culture française est très bonne. c est un pays très développé. une bonne culture, il y a une bonne littérature. bonne connaissance d énergie. il y a des savants, des chercheurs. la France est bien placée.
89;Homme;20_24;21;superieur;H<=30;H_superieur;<=30_superieur;H<=30_superieur;l'amour. le respect d'autrui.;le travail. bien vivre. ne pas sentir qu'on avance. faire quelque chose de positif. je ne suis ni réactionnaire ni écologique dans le sens où ces gens-là veulent prendre un retour.;les guerres. mon premier pays a été dépourvu de guerre. le Cameroun. je vois une différence de mentalité flagrante. au Cameroun, les gens se perdent dans l absolu. essayent d être objectifs. alors qu ici on fait toujours allusion au passé, et j ai l impression que les français se reposent là-dessus, sur tous les discours que j entends avec les gens de toute génération. même les jeunes jusqu à 30 ans. même la guerre d Algérie. la littérature. une certaine ouverture sur le monde. une soif de connaissances.
88;Homme;35_39;39;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;la vie. c'est vivre en accord avec soimême, et ses problèmes d'argent. une vie simple partagée avec la nature et les animaux. c'est de ne pas rechercher le surplus d'argent, par exemple, l'argent qui pourrit.;la famille. le travail.;déclin. notre passé culturel est très riche. les arts, les sciences, les lettres. mais le présent ressemble plus à un pays en déclin. notre façon de penser n est plus à la construction mais au laxisme et au profit.
87;Homme;>70;83;faible;H>55;H_faible;>55_faible;H>55_faible;la paix. j'ai fait la guerre et je n'aime pas la guerre. on m'a donc envoyé combattre les gens qui ne m'avaient rien fait parce qu’il n’avait pas la même religion ou les mêmes idées.;qu'on supprime tous les armements nucléaires qui font la disparition de notre société entière.;je pense à la liberté et le bonheur des hommes sur la terre. et chacun pense ce qu il veut du moment qu ils sont propres.
86;Femme;18_19;19;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;l'amour. l'amour des uns des autres. déjà qu'il y ait moins de guerre, des trucs commencés.;l'argent. le bonheur. être bien partout.;c est vague. déjà apprendre le langage. dans la culture française, il y a déjà le français à apprendre. la culture de toute façon c est apprendre tout ce qui est rapporté à la France. un peu de tout.
154;Femme;25_29;28;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;être heureux. avoir du travail, un logement, une bonne santé et de l'argent.;un travail intéressant, bien rémunéré. avoir du temps pour ses loisirs. de l'argent bien entendu.;la littérature. la musique. les expositions. les spectacles.
61;Femme;18_19;19;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;la famille.;honnêteté, les enfants, l'amitié.;la littérature, l architecture, la nourriture (cuisine).
62;Femme;55_59;58;superieur;F>55;F_superieur;>55_superieur;F>55_superieur;que tout le monde soit heureux, ceux que j'aime.;le bonheur des autres. leur santé et leur épanouissement.;elle est solide mais elle est en train de se dégrader dans son langage et dans sa littérature.
63;Femme;30_34;31;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;se réaliser soimême. contribuer aux réalisations d'intérêts communs.;trouver un sens à sa propre vie, une sérénité dans l'existence.;un certain art de vivre lié à des traditions du savoir faire (qualités), une production artistique et littéraire. il n y a pas une notice typiquement française.
64;Homme;>70;73;superieur;H>55;H_superieur;>55_superieur;H>55_superieur;l'amour. la santé de soimême et des siens et l'argent.;;je l apprécie, c est un ensemble intellectuel, musical.
65;Femme;45_49;46;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;les relations affectives avec ses proches.;le plaisir avec les arts, peinture, musique.;littérature, Proust, l architecture classique (Invalides), la peinture.
66;Homme;30_34;33;superieur;H31_55;H_superieur;31_55_superieur;H31_55_superieur;une quête intérieure. l'écoute de mes rêves, de mes sentiments.;les voyages, les lectures, les amitiés.;littérature, l art occidental, le catholicisme.
67;Homme;25_29;26;superieur;H<=30;H_superieur;<=30_superieur;H<=30_superieur;l'amour.;ne sais pas.;elle gagnerait à ne pas vouloir se suffire à ellemême.
